epoch,optimizer,experiment,collocation,data,total
0,Adam,test,0.019473108,0.34117526,0.36064836
0,Adam,train,0.019445676,0.34374338,0.36318907
10,Adam,test,0.0035731522,0.005221882,0.008795034
10,Adam,train,0.0035756726,0.005151882,0.008727554
20,Adam,test,0.00088606146,0.0064465534,0.0073326146
20,Adam,train,0.0008892378,0.0064813183,0.0073705562
30,Adam,test,6.3600644e-05,0.00573427,0.0057978705
30,Adam,train,6.331343e-05,0.0057056677,0.0057689813
40,Adam,test,7.15452e-05,0.0032587696,0.0033303148
40,Adam,train,7.215462e-05,0.0032922402,0.003364395
50,Adam,test,0.00018501122,0.0016470681,0.0018320793
50,Adam,train,0.0001853067,0.001617316,0.0018026227
60,Adam,test,2.7235752e-05,0.00084735185,0.0008745876
60,Adam,train,2.6869482e-05,0.0008580381,0.00088490755
70,Adam,test,2.5925141e-05,0.0005805967,0.00060652185
70,Adam,train,2.6013624e-05,0.00056179345,0.0005878071
80,Adam,test,6.9684006e-06,0.00047312828,0.00048009667
80,Adam,train,7.107004e-06,0.00046707198,0.000474179
90,Adam,test,9.079985e-06,0.0004531145,0.0004621945
90,Adam,train,9.058471e-06,0.0004442416,0.00045330008
100,Adam,test,7.292496e-06,0.00044844407,0.00045573656
100,Adam,train,7.3529927e-06,0.0004373073,0.00044466028
110,Adam,test,5.906083e-06,0.0004348024,0.00044070848
110,Adam,train,5.9910035e-06,0.00042849607,0.00043448707
120,Adam,test,5.6321146e-06,0.0004280488,0.00043368092
120,Adam,train,5.5687756e-06,0.00041910418,0.00042467297
130,Adam,test,5.421057e-06,0.0004197501,0.00042517117
130,Adam,train,5.306032e-06,0.00041231175,0.0004176178
140,Adam,test,5.049595e-06,0.0004143853,0.0004194349
140,Adam,train,5.12821e-06,0.0004073128,0.000412441
150,Adam,test,5.1181714e-06,0.00041031366,0.00041543183
150,Adam,train,5.194588e-06,0.00040276957,0.00040796417
160,Adam,test,4.9823466e-06,0.00040595155,0.0004109339
160,Adam,train,4.883451e-06,0.00039859253,0.00040347598
170,Adam,test,5.1068114e-06,0.00040220196,0.00040730878
170,Adam,train,4.898896e-06,0.00039476066,0.00039965956
180,Adam,test,4.86659e-06,0.0003988547,0.0004037213
180,Adam,train,4.897472e-06,0.00039114023,0.0003960377
190,Adam,test,4.8677675e-06,0.00039558616,0.00040045392
190,Adam,train,4.956802e-06,0.00038769722,0.000392654
200,Adam,test,4.931823e-06,0.00039245564,0.00039738746
200,Adam,train,4.883866e-06,0.00038440034,0.0003892842
210,Adam,test,5.022748e-06,0.00038947928,0.000394502
210,Adam,train,4.9366167e-06,0.00038122645,0.00038616307
220,Adam,test,4.939493e-06,0.00038659235,0.00039153185
220,Adam,train,4.8882875e-06,0.00037815885,0.00038304713
