epoch,optimizer,experiment,collocation,data,total
0,Adam,test,0.021977475,0.23736854,0.259346
0,Adam,train,0.02201828,0.23476514,0.25678343
10,Adam,test,0.02064269,0.002399483,0.023042174
10,Adam,train,0.02062867,0.0022742932,0.022902964
20,Adam,test,0.015578262,0.0023030539,0.017881315
20,Adam,train,0.015584246,0.0021752906,0.017759537
30,Adam,test,0.0012262849,0.0028287682,0.004055053
30,Adam,train,0.0012264153,0.0028457886,0.0040722038
40,Adam,test,0.0026090976,0.0023607276,0.004969825
40,Adam,train,0.0026093319,0.0022901576,0.0048994897
50,Adam,test,0.000358525,0.0012186056,0.0015771305
50,Adam,train,0.0003600582,0.0012325355,0.0015925937
60,Adam,test,1.750323e-05,0.0008564544,0.00087395764
60,Adam,train,1.6931128e-05,0.000826034,0.00084296515
70,Adam,test,4.6159763e-05,0.0006518562,0.00069801597
70,Adam,train,4.577817e-05,0.00065096235,0.0006967405
80,Adam,test,3.4638462e-05,0.0005909519,0.0006255903
80,Adam,train,3.482388e-05,0.0005830332,0.0006178571
90,Adam,test,1.7965167e-05,0.0005622332,0.00058019836
90,Adam,train,1.8304167e-05,0.00055672455,0.0005750287
100,Adam,test,9.943508e-06,0.00053649145,0.00054643495
100,Adam,train,9.934756e-06,0.00053745107,0.00054738583
110,Adam,test,8.281642e-06,0.00051897514,0.0005272568
110,Adam,train,7.5218163e-06,0.0005169754,0.00052449724
120,Adam,test,6.6090806e-06,0.0004970795,0.0005036886
120,Adam,train,6.972762e-06,0.00049909664,0.0005060694
130,Adam,test,6.322482e-06,0.0004830852,0.0004894077
130,Adam,train,6.944726e-06,0.00048489927,0.00049184397
140,Adam,test,6.4655346e-06,0.00047122553,0.00047769106
140,Adam,train,6.055093e-06,0.000473288,0.00047934309
150,Adam,test,5.884575e-06,0.0004604508,0.00046633536
150,Adam,train,6.1270034e-06,0.00046320492,0.00046933192
160,Adam,test,5.5629007e-06,0.00045183924,0.00045740214
160,Adam,train,5.390668e-06,0.0004544962,0.00045988688
170,Adam,test,5.1483926e-06,0.00044431599,0.00044946437
170,Adam,train,5.2318774e-06,0.00044698094,0.00045221281
180,Adam,test,4.824889e-06,0.00043770394,0.00044252884
180,Adam,train,4.825142e-06,0.00044042675,0.0004452519
190,Adam,test,5.2033874e-06,0.0004320308,0.00043723418
190,Adam,train,4.69567e-06,0.0004346765,0.00043937218
200,Adam,test,4.4900803e-06,0.0004270416,0.0004315317
200,Adam,train,4.6340037e-06,0.00042959303,0.00043422703
210,Adam,test,4.290471e-06,0.00042259056,0.00042688102
210,Adam,train,4.506956e-06,0.00042505973,0.0004295667
220,Adam,test,4.131442e-06,0.00041861628,0.00042274772
220,Adam,train,4.1848657e-06,0.0004209859,0.00042517076
230,Adam,test,4.0740424e-06,0.00041504085,0.0004191149
230,Adam,train,3.9426536e-06,0.0004172949,0.00042123758
240,Adam,test,3.7699583e-06,0.0004117851,0.00041555506
240,Adam,train,3.7633895e-06,0.00041392597,0.00041768936
250,Adam,test,3.6594301e-06,0.000408803,0.00041246242
250,Adam,train,3.718546e-06,0.0004108298,0.00041454833
260,Adam,test,3.5525884e-06,0.00040605257,0.00040960516
260,Adam,train,3.3961355e-06,0.00040796693,0.00041136306
270,Adam,test,3.3076692e-06,0.00040350537,0.00040681305
