epoch,optimizer,experiment,collocation,data,total
0,Adam,test,0.0037980936,0.36492747,0.36872557
0,Adam,train,0.0038248955,0.3453371,0.34916198
10,Adam,test,0.00496817,0.24615124,0.2511194
10,Adam,train,0.0049808626,0.24390541,0.24888627
20,Adam,test,0.0074065994,0.23722365,0.24463025
20,Adam,train,0.0074565345,0.23328312,0.24073966
30,Adam,test,0.0023663077,0.23807915,0.24044545
30,Adam,train,0.0023326993,0.22925252,0.23158522
40,Adam,test,0.0016113891,0.22113895,0.22275034
40,Adam,train,0.0016216297,0.2157353,0.21735694
50,Adam,test,0.0015102087,0.20892997,0.21044017
50,Adam,train,0.0015121925,0.20245782,0.20397002
60,Adam,test,0.0018999263,0.19077481,0.19267474
60,Adam,train,0.0019093177,0.18368961,0.18559892
70,Adam,test,0.0044922074,0.16211362,0.16660583
70,Adam,train,0.0045232917,0.15547253,0.15999582
80,Adam,test,0.009981747,0.12102453,0.13100627
80,Adam,train,0.009913804,0.11592888,0.12584269
90,Adam,test,0.02129692,0.0793858,0.10068272
90,Adam,train,0.02143814,0.07683893,0.09827708
100,Adam,test,0.027369287,0.05662667,0.08399595
100,Adam,train,0.02741004,0.05549689,0.08290693
110,Adam,test,0.02717143,0.045034606,0.072206035
110,Adam,train,0.027129173,0.04456473,0.071693905
120,Adam,test,0.02283324,0.0375611,0.06039434
120,Adam,train,0.022615064,0.03814487,0.060759936
130,Adam,test,0.017172914,0.032177474,0.04935039
130,Adam,train,0.017361455,0.03294423,0.050305683
140,Adam,test,0.012931604,0.028485145,0.04141675
140,Adam,train,0.012937396,0.029517204,0.0424546
150,Adam,test,0.009709785,0.026191669,0.035901453
150,Adam,train,0.00977887,0.026782567,0.036561437
160,Adam,test,0.007884485,0.024106782,0.031991266
160,Adam,train,0.007801036,0.024559211,0.03236025
170,Adam,test,0.006854769,0.022901567,0.029756336
170,Adam,train,0.006885691,0.023330193,0.030215884
180,Adam,test,0.0058756927,0.022195682,0.028071374
180,Adam,train,0.0059352927,0.022433875,0.028369168
190,Adam,test,0.0053247227,0.0217965,0.027121224
190,Adam,train,0.0053299903,0.021912022,0.027242012
200,Adam,test,0.0050847237,0.021514742,0.026599465
200,Adam,train,0.0051194304,0.021544633,0.026664063
210,Adam,test,0.0048558125,0.02131726,0.026173074
210,Adam,train,0.004851177,0.021333091,0.026184268
220,Adam,test,0.0046738978,0.021170098,0.025843997
220,Adam,train,0.0047193086,0.021152789,0.025872096
230,Adam,test,0.004314367,0.02111868,0.025433047
230,Adam,train,0.004475277,0.021090677,0.025565954
240,Adam,test,0.0043362356,0.020972872,0.025309108
240,Adam,train,0.0043010064,0.020933243,0.025234248
250,Adam,test,0.004287353,0.020825613,0.025112966
250,Adam,train,0.004294972,0.020778565,0.025073536
260,Adam,test,0.004176159,0.020728588,0.024904747
260,Adam,train,0.0041859443,0.020669919,0.024855863
270,Adam,test,0.0041144183,0.02071481,0.024829227
270,Adam,train,0.0040790886,0.02065641,0.0247355
280,Adam,test,0.004111982,0.02062804,0.024740022
280,Adam,train,0.004067269,0.020557916,0.024625186
290,Adam,test,0.0039219386,0.020563524,0.024485463
290,Adam,train,0.0039218743,0.020494256,0.02441613
300,Adam,test,0.0038506594,0.020598145,0.024448805
300,Adam,train,0.003906215,0.020522477,0.024428692
310,Adam,test,0.0037827904,0.020358836,0.024141626
310,Adam,train,0.003875358,0.020269183,0.024144541
320,Adam,test,0.0038940376,0.020258924,0.02415296
320,Adam,train,0.003842974,0.020159513,0.024002487
330,Adam,test,0.0036840513,0.020207923,0.023891974
330,Adam,train,0.0037544987,0.020110294,0.023864793
340,Adam,test,0.0036745872,0.020099789,0.023774376
340,Adam,train,0.0036500492,0.020002268,0.023652317
350,Adam,test,0.0036068298,0.019994596,0.023601426
350,Adam,train,0.003590302,0.01987631,0.023466613
360,Adam,test,0.003579048,0.019888755,0.023467803
360,Adam,train,0.0036442915,0.019755024,0.023399316
370,Adam,test,0.003529036,0.019768775,0.02329781
370,Adam,train,0.0034966178,0.019636128,0.023132745
380,Adam,test,0.0035187996,0.019588418,0.023107218
380,Adam,train,0.0034830344,0.019472385,0.02295542
390,Adam,test,0.0034850386,0.019607663,0.023092702
390,Adam,train,0.003434886,0.019492976,0.022927862
400,Adam,test,0.0032773204,0.019438853,0.022716174
400,Adam,train,0.0032495323,0.019303367,0.022552898
410,Adam,test,0.0031871386,0.019194705,0.022381844
410,Adam,train,0.0032250397,0.0190284,0.022253439
420,Adam,test,0.0031060798,0.01902841,0.02213449
420,Adam,train,0.0030976594,0.018853704,0.021951362
430,Adam,test,0.0030284943,0.018861191,0.021889687
430,Adam,train,0.0030252645,0.018702209,0.021727473
440,Adam,test,0.0031300336,0.018617408,0.021747442
440,Adam,train,0.0030772057,0.018457886,0.021535091
450,Adam,test,0.0031162188,0.018655153,0.021771371
450,Adam,train,0.0031138174,0.018507022,0.02162084
460,Adam,test,0.0029882407,0.018272337,0.021260578
460,Adam,train,0.0029950794,0.018096576,0.021091655
470,Adam,test,0.0030592403,0.018062705,0.021121945
470,Adam,train,0.0030700865,0.01788128,0.020951366
480,Adam,test,0.0031977124,0.018005839,0.021203551
480,Adam,train,0.0031463145,0.017857853,0.021004168
490,Adam,test,0.0030843206,0.017788313,0.020872634
490,Adam,train,0.003091459,0.017637705,0.020729164
500,Adam,test,0.003236249,0.017669693,0.020905942
500,Adam,train,0.003204347,0.017514165,0.020718513
510,Adam,test,0.0031693035,0.017532343,0.020701647
510,Adam,train,0.0032007564,0.017383475,0.020584231
520,Adam,test,0.003152864,0.017385261,0.020538125
520,Adam,train,0.003198419,0.017233077,0.020431496
530,Adam,test,0.003246936,0.017372124,0.02061906
530,Adam,train,0.0032952346,0.017207352,0.020502588
540,Adam,test,0.0031997461,0.017193474,0.02039322
540,Adam,train,0.0032929182,0.017036945,0.020329863
550,Adam,test,0.0033098904,0.017150952,0.020460842
550,Adam,train,0.0032928635,0.016988881,0.020281745
560,Adam,test,0.0032047348,0.017167324,0.02037206
560,Adam,train,0.0032155921,0.016985979,0.020201571
